ID,Bucket,Question,Complexity,Popularity
COMM_EMAIL_606,Communication & Email,"I deleted an email on my iPhone, but it's still in Thunderbird on my PC. Why?",Beginner,3
COMM_EMAIL_607,Communication & Email,"Signal Desktop says 'Link device', but I already linked it before. Do I have to do it again?",Intermediate,3
COMM_EMAIL_608,Communication & Email,I'm trying to sync my Nextcloud calendar with Evolution. It asks for a URL.,Advanced,3
COMM_EMAIL_609,Communication & Email,I use a shared 'Family' calendar on Google. How do I see that specific calendar in Thunderbird?,Intermediate,3
COMM_EMAIL_610,Communication & Email,Telegram on Arch isn't showing the messages I just sent from my phone.,Beginner,3
COMM_EMAIL_611,Communication & Email,I want to reply to SMS from my Ubuntu desktop. I installed KDE Connect but the devices don't see eac,Intermediate,3
COMM_EMAIL_612,Communication & Email,I'm using Outlook as a web app (PWA) on Fedora. Notifications don't come through when the window is ,Intermediate,2
COMM_EMAIL_613,Communication & Email,I have a huge local archive of emails in Thunderbird. How do I sync this to my laptop without using ,Advanced,2
COMM_EMAIL_614,Communication & Email,WhatsApp Web keeps disconnecting saying 'Phone not connected'. My phone is right there.,Beginner,3
COMM_EMAIL_615,Communication & Email,Mailspring isn't showing the same Sent items as my phone.,Intermediate,2
COMM_EMAIL_616,Communication & Email,"My friend says my mic sounds robotic on Discord, but it's fine on my phone.",Intermediate,3
COMM_EMAIL_617,Communication & Email,I changed my Gmail password. How do I update it in Thunderbird? It just keeps giving login errors.,Beginner,4
COMM_EMAIL_618,Communication & Email,I have two computers. Can I put my Thunderbird profile on Dropbox to sync them?,Advanced,3
COMM_EMAIL_619,Communication & Email,Element says 'Encrypted messages usually aren't readable on this device' when I scroll up.,Intermediate,3
COMM_EMAIL_620,Communication & Email,I use Yahoo Mail in the browser. I have to login every single time I restart the computer.,Beginner,3
COMM_EMAIL_621,Communication & Email,GNOME Calendar is Read-Only for my Google Calendar events. I can't edit them.,Intermediate,3
COMM_EMAIL_622,Communication & Email,I want to export all my Thunderbird contacts to my Android phone manually.,Advanced,3
COMM_EMAIL_623,Communication & Email,Slack keeps signing me out every time I reboot Arch.,Intermediate,3
COMM_EMAIL_624,Communication & Email,"I scheduled a meeting in Zoom on the web, but it's not showing in the Zoom app on Mint.",Beginner,3
COMM_EMAIL_625,Communication & Email,Thunderbird is downloading thousands of old emails and filling up my disk. How do I stop it?,Intermediate,3
COMM_EMAIL_701,Communication & Email,I can't join my company Teams meeting. It just says 'Browser not supported' when I use Firefox.,Intermediate,4
COMM_EMAIL_702,Communication & Email,My boss can't see my screen when I share on Zoom. It's just black. I'm on Fedora.,Intermediate,4
COMM_EMAIL_703,Communication & Email,I need to set an 'Out of Office' reply for my work email (Exchange). I can't find it in Thunderbird.,Intermediate,3
COMM_EMAIL_704,Communication & Email,My company uses MFA (Multi-Factor Authentication) and Evolution keeps failing to login to Office 365,Advanced,3
COMM_EMAIL_705,Communication & Email,Screen sharing in Slack is totally broken on Arch. I just updated.,Intermediate,3
COMM_EMAIL_706,Communication & Email,How do I add my HTML signature for work? I have the file.,Beginner,3
COMM_EMAIL_707,Communication & Email,Google Meet background blur isn't working. The option is missing.,Intermediate,3
COMM_EMAIL_708,Communication & Email,I need to view the Global Address List (GAL) from my company's Exchange server in Thunderbird.,Intermediate,2
COMM_EMAIL_709,Communication & Email,My Bluetooth headset mic works in settings but not in Zoom calls.,Intermediate,3
COMM_EMAIL_710,Communication & Email,I'm trying to use DavMail to connect Thunderbird to my strict corporate O365. It's not authenticatin,Advanced,2
COMM_EMAIL_801,Communication & Email,I can't install Discord. I downloaded the .deb file but double clicking does nothing.,Beginner,4
COMM_EMAIL_802,Communication & Email,I want to change the ugly font in Thunderbird's folder list. It's too small.,Intermediate,3
COMM_EMAIL_803,Communication & Email,My webcam is upside down in Skype! It works fine in other apps.,Intermediate,3
COMM_EMAIL_804,Communication & Email,I downloaded Viber AppImage but it won't open when I click it.,Beginner,2
COMM_EMAIL_805,Communication & Email,"Discord keeps updating and refusing to open until I install the update, but the Arch repo hasn't upd",Intermediate,3
COMM_EMAIL_806,Communication & Email,How do I make Telegram use the dark mode that matches my Ubuntu system theme?,Beginner,3
COMM_EMAIL_807,Communication & Email,I want to send a large video file (100MB) to my grandma. Thunderbird says it's too big.,Intermediate,4
COMM_EMAIL_808,Communication & Email,Discord audio crackles when I'm playing a game at the same time.,Intermediate,3
COMM_EMAIL_809,Communication & Email,How do I add a picture to my contact? I want to see faces when people email me.,Beginner,3
COMM_EMAIL_810,Communication & Email,Signal won't start. It just shows a white screen and crashes.,Intermediate,3
COMM_EMAIL_901,Communication & Email,I want to feel like a hacker and use email in the terminal. I installed Mutt but I have no idea how ,Advanced,2
COMM_EMAIL_902,Communication & Email,I have an old Outlook .pst file from my Windows days. How do I open it in Thunderbird?,Intermediate,3
COMM_EMAIL_903,Communication & Email,I was told to join an IRC channel for support. I installed HexChat but it keeps saying 'SASL authent,Intermediate,2
COMM_EMAIL_904,Communication & Email,I'm blind and use the Orca screen reader. Thunderbird is reading every single column header before t,Advanced,1
COMM_EMAIL_905,Communication & Email,"I want to stream a movie on Discord to my friends, but the audio from the movie player isn't capturi",Intermediate,3
COMM_EMAIL_906,Communication & Email,I'm using a YubiKey for GPG. Thunderbird doesn't see it for signing emails.,Intermediate,2
COMM_EMAIL_907,Communication & Email,I'm trying to use Gov.uk Verify / ID.me but the webcam verification fails in Firefox.,Beginner,2
COMM_EMAIL_908,Communication & Email,I have two different email providers with the same email address (migration). How do I check both in,Advanced,2
COMM_EMAIL_909,Communication & Email,I want to bridge my Telegram into Element so I only use one app. Is that hard?,Intermediate,2
COMM_EMAIL_910,Communication & Email,My emails are showing the wrong time (3 hours off). The system clock is correct.,Intermediate,3
DEV_DEVOPS_001,Development & DevOps,"I just installed Docker on Ubuntu 24.04. Every time I run `docker ps`, I get 'permission denied whil",Beginner,4
DEV_DEVOPS_002,Development & DevOps,"I'm trying to push to a private GitHub repo over HTTPS, but I keep getting `Support for password aut",Intermediate,4
DEV_DEVOPS_003,Development & DevOps,"I installed Postgres 16 on my Debian server. I can connect locally, but when I try to connect from m",Intermediate,3
DEV_DEVOPS_004,Development & DevOps,I have an SSH key pair generated. I copied the public key to the server using `ssh-copy-id`. However,Intermediate,4
DEV_DEVOPS_005,Development & DevOps,I tried to run `pip install requests` but got an 'externally-managed-environment' error. I just want,Beginner,4
DEV_DEVOPS_101,Development & DevOps,I'm running `docker compose up -d`. The container starts but exits immediately with code 0. `docker ,Advanced,4
DEV_DEVOPS_102,Development & DevOps,"I accidentally committed a large 500MB tar file to my repo. I removed it in the next commit, but `.g",Intermediate,3
DEV_DEVOPS_103,Development & DevOps,"I keep getting EACCES errors when installing global npm packages. I tried `sudo npm install`, but no",Intermediate,4
DEV_DEVOPS_104,Development & DevOps,I need to git pull from a private repo *inside* a remote server I'm SSH'd into. I don't want to copy,Advanced,3
DEV_DEVOPS_105,Development & DevOps,I lost the MySQL root password on my dev machine. I can't login. How do I reset it without reinstall,Intermediate,3
DEV_DEVOPS_201,Development & DevOps,How do I create a simple Dockerfile for a Python script? I just want to run `main.py` which uses `pa,Beginner,4
DEV_DEVOPS_202,Development & DevOps,How do I set up VS Code to edit files directly on my remote Linux server over SSH without using VNC?,Intermediate,4
DEV_DEVOPS_203,Development & DevOps,I have a python script `/opt/scripts/monitor.py`. How do I make it run automatically on boot using s,Intermediate,3
DEV_DEVOPS_204,Development & DevOps,How do I ignore the `node_modules` folder in Git? I already committed it by mistake.,Beginner,4
DEV_DEVOPS_205,Development & DevOps,"I'm setting up a web server. How do I configure UFW to allow SSH, HTTP, and HTTPS but block everythi",Intermediate,4
DEV_DEVOPS_301,Development & DevOps,I'm on Fedora 40. Should I use Podman or install Docker CE? What's the practical difference for a de,Advanced,3
DEV_DEVOPS_302,Development & DevOps,I'm hosting a simple static site and a reverse proxy for a Node app. Should I use Nginx or Apache?,Intermediate,3
DEV_DEVOPS_303,Development & DevOps,I need to store a lot of JSON data but also relational data. Should I use MongoDB or PostgreSQL?,Advanced,2
DEV_DEVOPS_304,Development & DevOps,I see everyone using Zsh and Oh My Zsh. Is it worth switching from Bash?,Beginner,3
DEV_DEVOPS_305,Development & DevOps,Should I use `conda` or `venv` + `pip` for general Python development?,Intermediate,4
DEV_DEVOPS_401,Development & DevOps,I manage 10 different servers. I'm tired of typing `ssh user@ip -i ~/.ssh/key` every time. How can I,Intermediate,4
DEV_DEVOPS_402,Development & DevOps,My disk is filling up with old Docker images and stopped containers. Is there a command to clean eve,Intermediate,3
DEV_DEVOPS_403,Development & DevOps,"I want to run my linter automatically before I commit. If the linter fails, the commit should stop.",Advanced,3
DEV_DEVOPS_404,Development & DevOps,"I have a script that fails sometimes, but I don't know why. How can I make bash print every command ",Intermediate,3
DEV_DEVOPS_405,Development & DevOps,How do I schedule a daily backup of my `/var/www` folder to a tar file at 3 AM?,Intermediate,3
DEV_DEVOPS_501,Development & DevOps,"I'm trying to SSH into my dev server, but it keeps rejecting my key with 'Permissions 0644 for 'id_r",Intermediate,4
DEV_DEVOPS_502,Development & DevOps,How do I sign my Git commits with GPG automatically? I have generated a key but `git log --show-sign,Intermediate,3
DEV_DEVOPS_503,Development & DevOps,I accidentally committed a `.env` file with API keys to a public repo. I removed the file and pushed,Advanced,3
DEV_DEVOPS_504,Development & DevOps,"I enabled UFW on my production server, and now my Docker containers can't communicate with the outsi",Advanced,3
DEV_DEVOPS_505,Development & DevOps,I'm setting up a local Postgres instance for development. I want to force SSL connections only for a,Intermediate,2
DEV_DEVOPS_506,Development & DevOps,I want to disable password authentication entirely on my VPS and only allow SSH keys. Which config f,Intermediate,3
DEV_DEVOPS_507,Development & DevOps,"I'm using Docker Secrets in a swarm mode setup, but my app can't see the secret file at `/run/secret",Advanced,2
DEV_DEVOPS_508,Development & DevOps,I'm setting up Nginx as a reverse proxy. How do I prevent it from revealing its version number in th,Intermediate,3
DEV_DEVOPS_509,Development & DevOps,I need to generate a self-signed certificate for local dev that includes a Subject Alternative Name ,Advanced,2
DEV_DEVOPS_510,Development & DevOps,I keep getting `EACCES: permission denied` when installing global npm packages. I don't want to use ,Intermediate,4
DEV_DEVOPS_601,Development & DevOps,I use the same laptop for work and personal projects. I want to use my work email for repos in `~/wo,Advanced,2
DEV_DEVOPS_602,Development & DevOps,I'm using Syncthing to sync my code folder between my desktop and laptop. It keeps syncing `node_mod,Intermediate,2
DEV_DEVOPS_603,Development & DevOps,I have to SSH into a server that is only accessible via a bastion host. I'm tired of running two ssh,Intermediate,3
DEV_DEVOPS_604,Development & DevOps,"I use VS Code Remote-SSH to develop on a headless Linux box. Every time the server restarts, the IP ",Advanced,3
DEV_DEVOPS_605,Development & DevOps,I want to manage the Docker engine running on my Raspberry Pi from my laptop's Docker CLI. How do I ,Advanced,2
DEV_DEVOPS_606,Development & DevOps,I need to dump a database from my production server and import it to my local dev environment in one,Intermediate,3
DEV_DEVOPS_607,Development & DevOps,I'm setting up a new machine. I cloned my dotfiles repo to `~/dotfiles`. How do I use GNU Stow to sy,Advanced,3
DEV_DEVOPS_608,Development & DevOps,I'm using Tailscale to access my dev server. I want to bind my development web server (running on po,Intermediate,2
DEV_DEVOPS_609,Development & DevOps,I have a script that needs to run on both my Mac (zsh/BSD tools) and Linux (bash/GNU tools). `sed -i,Advanced,2
DEV_DEVOPS_610,Development & DevOps,"I mounted a remote directory using `sshfs` to edit files locally. However, when I save, the file per",Intermediate,2
DEV_DEVOPS_701,Development & DevOps,My GitLab CI runner (docker executor) fails to push the built image because it can't connect to the ,Advanced,2
DEV_DEVOPS_702,Development & DevOps,I'm trying to debug a crashlooping pod in a restricted namespace. `kubectl logs` isn't helping becau,Intermediate,2
DEV_DEVOPS_703,Development & DevOps,"We use `docker-compose.yml` for prod. For local dev, I need to expose different ports and mount the ",Intermediate,3
DEV_DEVOPS_704,Development & DevOps,I'm trying to install a Python package with `pip` but I get 'error: externally-managed-environment'.,Intermediate,4
DEV_DEVOPS_705,Development & DevOps,"I'm connected to the corporate VPN, but it routes ALL traffic through the office. I only want traffi",Advanced,3
DEV_DEVOPS_706,Development & DevOps,My Redis container keeps getting OOM killed in production under load. I have plenty of RAM on the ho,Intermediate,2
DEV_DEVOPS_707,Development & DevOps,I'm writing an Ansible playbook. I need to copy a config file only if the destination file doesn't e,Intermediate,3
DEV_DEVOPS_708,Development & DevOps,My custom app logs to `/var/log/myapp/debug.log`. It filled up the disk yesterday. I added a logrota,Advanced,3
DEV_DEVOPS_709,Development & DevOps,I'm getting `ENOSPC: System limit for number of file watchers reached` when running my React app's d,Intermediate,2
DEV_DEVOPS_710,Development & DevOps,"I'm running Node Exporter on my server, but I don't want to open port 9100 to the public internet. P",Intermediate,3
DEV_DEVOPS_801,Development & DevOps,"I'm running Pi-hole in Docker. It works, but the query log shows all requests coming from `172.17.0.",Intermediate,3
DEV_DEVOPS_802,Development & DevOps,"I set up Jellyfin on Docker, but hardware acceleration (VAAPI) isn't working. The transcoder crashes",Intermediate,3
DEV_DEVOPS_803,Development & DevOps,I'm using Traefik as my home lab reverse proxy. I want to expose a service but only to my LAN subnet,Advanced,2
DEV_DEVOPS_804,Development & DevOps,I have a ZFS pool `tank` for my home server data. I want to verify the integrity of the data to chec,Intermediate,2
DEV_DEVOPS_805,Development & DevOps,"I have a dynamic IP at home. I installed `ddclient` to update my Cloudflare DNS, but it's not updati",Intermediate,2
DEV_DEVOPS_806,Development & DevOps,I'm running a Windows VM in KVM (virt-manager). The disk I/O is terrible. I'm using a qcow2 file. Ho,Intermediate,2
DEV_DEVOPS_807,Development & DevOps,I use Restic to back up my home directory to Backblaze B2. I want to forget old snapshots: keep dail,Advanced,2
DEV_DEVOPS_808,Development & DevOps,I'm switching from Nginx to Caddy for my home server because I heard SSL is automatic. How do I reve,Intermediate,2
DEV_DEVOPS_809,Development & DevOps,I wrote a Python script `server_stats.py` that I want to run every 15 minutes. Should I use cron or ,Intermediate,3
DEV_DEVOPS_810,Development & DevOps,"I'm running a self-hosted Gitea instance. I want to mirror a GitHub repo, but Gitea fails to clone i",Advanced,2
DEV_DEVOPS_901,Development & DevOps,I have to maintain a legacy app that requires PHP 5.6. Ubuntu 22.04 only has PHP 8.1. How do I insta,Advanced,2
DEV_DEVOPS_902,Development & DevOps,I'm doing some eBPF development and I need access to `/sys/kernel/debug`. It's empty. How do I enabl,Advanced,1
DEV_DEVOPS_903,Development & DevOps,"I'm using Podman instead of Docker. When I run a container that tries to bind to port 80, it fails w",Advanced,2
DEV_DEVOPS_904,Development & DevOps,I performed a `git reset --hard` and lost a commit that wasn't pushed. It's been 20 minutes. Is it g,Advanced,3
DEV_DEVOPS_905,Development & DevOps,I'm trying to build a Docker image for `arm64` on my `amd64` machine using `docker buildx`. It fails,Advanced,3
DEV_DEVOPS_906,Development & DevOps,I have a MySQL database with a corrupted MyISAM table. The service won't start. How do I fix the tab,Advanced,1
DEV_DEVOPS_907,Development & DevOps,I'm on a minimal Alpine container debugging a connection. `curl` and `wget` are missing. How do I te,Advanced,3
DEV_DEVOPS_908,Development & DevOps,I ran out of space on `/`. I added a new virtual disk `/dev/sdb`. How do I extend the root LVM volum,Advanced,2
DEV_DEVOPS_909,Development & DevOps,I have a file named `-dash-prefix.txt` and I can't delete it. `rm -dash-prefix.txt` thinks it's a fl,Intermediate,3
DEV_DEVOPS_910,Development & DevOps,I'm trying to console into a switch using a USB-to-Serial adapter. I added my user to the `dialout` ,Advanced,2
ENT_MEDIA_001,Entertainment & Media,"Spotify won't open. I click the icon, it bounces for a second, then nothing happens. No error messag",Beginner,4
ENT_MEDIA_002,Entertainment & Media,I can't play an MP4 file I downloaded. It says 'missing codec H.264'.,Beginner,4
ENT_MEDIA_003,Entertainment & Media,Why is Netflix quality so bad? It looks like 720p even though I pay for 4K.,Intermediate,4
ENT_MEDIA_004,Entertainment & Media,DaVinci Resolve won't launch. Terminal says something about 'libpango' or 'glib' errors.,Advanced,3
ENT_MEDIA_005,Entertainment & Media,OBS only shows a black screen when I try to capture a window on Wayland.,Intermediate,3
ENT_MEDIA_006,Entertainment & Media,VLC cannot play a DVD. It just spins and stops.,Beginner,3
ENT_MEDIA_007,Entertainment & Media,YouTube makes my laptop fan spin like crazy. How do I turn on hardware decoding?,Intermediate,4
ENT_MEDIA_008,Entertainment & Media,Most of my Windows games in Steam are grayed out and I can't install them.,Beginner,4
ENT_MEDIA_009,Entertainment & Media,Spotify can't find my local MP3 files in the Music folder.,Beginner,3
ENT_MEDIA_010,Entertainment & Media,Rendering video takes forever. How do I use my NVidia GPU for rendering?,Intermediate,3
ENT_MEDIA_011,Entertainment & Media,"My Bluetooth headphones sound like a telephone call, very low quality.",Intermediate,4
ENT_MEDIA_012,Entertainment & Media,Videos look 'torn' horizontally when there is fast movement on screen.,Beginner,4
ENT_MEDIA_013,Entertainment & Media,MPV interface is tiny on my 4K monitor. How do I scale the on-screen controller?,Intermediate,3
ENT_MEDIA_014,Entertainment & Media,Disney+ gives me Error 83 when I try to watch in Firefox.,Beginner,3
ENT_MEDIA_015,Entertainment & Media,I can't record system audio (what I hear) in Audacity.,Intermediate,3
ENT_MEDIA_016,Entertainment & Media,My PS5 controller connects via Bluetooth but Steam doesn't recognize it.,Intermediate,3
ENT_MEDIA_017,Entertainment & Media,VLC is green screen when playing videos. Audio works fine.,Intermediate,3
ENT_MEDIA_018,Entertainment & Media,Reaper warns about 'Realtime' permissions being denied.,Advanced,2
ENT_MEDIA_019,Entertainment & Media,Jellyfin can't transcode video. The logs say 'Permission denied' on /dev/dri/renderD128.,Intermediate,2
ENT_MEDIA_020,Entertainment & Media,I can't install Spotify. It's not in the Software Center.,Beginner,3
ENT_MEDIA_021,Entertainment & Media,I ripped a DVD but the file is huge (4GB). How do I make it smaller for my phone?,Beginner,3
ENT_MEDIA_022,Entertainment & Media,Kdenlive crashes every time I drag a clip to the timeline.,Intermediate,3
ENT_MEDIA_023,Entertainment & Media,Games are stuttering badly. I think they are running on my Intel integrated graphics instead of my N,Intermediate,4
ENT_MEDIA_024,Entertainment & Media,Twitch streams won't load in Chromium. It says 'Error #2000'.,Beginner,3
ENT_MEDIA_025,Entertainment & Media,The volume is too low even at 100%.,Intermediate,4
ENT_MEDIA_026,Entertainment & Media,Plex can't see my external hard drive with movies on it.,Intermediate,3
ENT_MEDIA_027,Entertainment & Media,Darktable says 'No OpenCL found'. Is that important?,Beginner,2
ENT_MEDIA_028,Entertainment & Media,How do I make MPV remember the playback position when I close it?,Intermediate,3
ENT_MEDIA_029,Entertainment & Media,I can't see thumbnails for my video files in the file explorer (Nautilus).,Beginner,3
ENT_MEDIA_030,Entertainment & Media,The ads on Spotify are annoying. Is there a way to block them on the desktop app?,Advanced,3
ENT_MEDIA_031,Entertainment & Media,I can't access my plugins folder for OBS installed via Flatpak.,Intermediate,2
ENT_MEDIA_032,Entertainment & Media,How do I bridge PulseAudio applications to JACK so I can hear YouTube while using Ardour?,Intermediate,2
ENT_MEDIA_033,Entertainment & Media,I installed a font for Inkscape but it doesn't show up.,Beginner,3
ENT_MEDIA_034,Entertainment & Media,VLC looks huge and ugly. It's not respecting my dark theme.,Intermediate,3
ENT_MEDIA_035,Entertainment & Media,Steam download speeds are super slow compared to Windows.,Beginner,3
ENT_MEDIA_036,Entertainment & Media,DaVinci Resolve Free version won't import my MP4 files from my Sony camera.,Advanced,3
ENT_MEDIA_037,Entertainment & Media,Spotify fonts look terrible and jagged.,Intermediate,3
ENT_MEDIA_038,Entertainment & Media,Calibre doesn't detect my Kindle when I plug it in.,Beginner,3
ENT_MEDIA_039,Entertainment & Media,Rhythmbox doesn't show album art.,Beginner,3
ENT_MEDIA_040,Entertainment & Media,Kazam works but the recorded video is stuck at a low framerate.,Intermediate,2
ENT_MEDIA_041,Entertainment & Media,I want to apply a system-wide Equalizer to boost bass.,Advanced,3
ENT_MEDIA_042,Entertainment & Media,Subtitles are too small in Celluloid player.,Beginner,3
ENT_MEDIA_043,Entertainment & Media,Picard won't save tags to my FLAC files. Says 'Permission Denied'.,Beginner,2
ENT_MEDIA_044,Entertainment & Media,IPTVnator works but buffering is terrible on high bitrate channels.,Intermediate,2
ENT_MEDIA_045,Entertainment & Media,My TV sees the MiniDLNA server but the folders are empty.,Intermediate,2
ENT_MEDIA_046,Entertainment & Media,League of Legends won't start after the latest Vanguard update.,Advanced,4
ENT_MEDIA_047,Entertainment & Media,Shortwave radio app crashes on startup.,Beginner,2
ENT_MEDIA_048,Entertainment & Media,gPodder fails to download episodes to my SD card.,Beginner,2
ENT_MEDIA_049,Entertainment & Media,"Using Blender as a video editor, playback is choppy.",Intermediate,3
ENT_MEDIA_050,Entertainment & Media,Discord screen share has no audio.,Intermediate,4
ENT_MEDIA_051,Entertainment & Media,RetroArch doesn't save my game progress when I quit.,Intermediate,3
ENT_MEDIA_052,Entertainment & Media,"DeVeDe fails to create ISO, says 'mkisofs not found'.",Advanced,2
ENT_MEDIA_053,Entertainment & Media,I can't open HEIC photos from my iPhone.,Beginner,3
ENT_MEDIA_054,Entertainment & Media,"Cozy audio book player keeps scanning my library on every startup, which takes forever.",Intermediate,2
ENT_MEDIA_055,Entertainment & Media,Steam Overlay isn't working in games.,Intermediate,3
ENT_MEDIA_056,Entertainment & Media,How do I cast my entire desktop to my Chromecast?,Intermediate,3
ENT_MEDIA_057,Entertainment & Media,yt-dlp is downloading videos very slowly.,Intermediate,3
ENT_MEDIA_058,Entertainment & Media,Aulon (SoundCloud client) won't log in.,Beginner,2
ENT_MEDIA_059,Entertainment & Media,VLC subtitles appear as squares/boxes.,Beginner,2
ENT_MEDIA_060,Entertainment & Media,How do I remove all metadata from a photo before uploading it?,Intermediate,3
ENT_MEDIA_061,Entertainment & Media,Cheese says 'No device found' but `lsusb` shows my webcam.,Intermediate,3
ENT_MEDIA_062,Entertainment & Media,The screensaver interrupts me while watching movies in Firefox.,Beginner,3
ENT_MEDIA_063,Entertainment & Media,My MIDI keyboard is detected but makes no sound.,Advanced,2
ENT_MEDIA_064,Entertainment & Media,I need to extract the audio from a video file as MP3.,Intermediate,3
ENT_MEDIA_065,Entertainment & Media,My stream looks pixelated during fast motion.,Intermediate,3
ENT_MEDIA_066,Entertainment & Media,How do I install MakeMKV on Debian? It's not in apt.,Advanced,2
ENT_MEDIA_067,Entertainment & Media,Spotify keeps pausing when I get a notification.,Intermediate,3
ENT_MEDIA_068,Entertainment & Media,How do I show FPS and CPU usage in games?,Intermediate,3
ENT_MEDIA_069,Entertainment & Media,Shotcut has no audio on timeline playback.,Intermediate,2
ENT_MEDIA_070,Entertainment & Media,My USB DAC supports 192kHz but Linux only plays 48kHz.,Advanced,2
ENT_MEDIA_071,Entertainment & Media,Is there a Tidal app for Linux?,Beginner,3
ENT_MEDIA_072,Entertainment & Media,How do I easily manage and install many fonts?,Beginner,3
ENT_MEDIA_073,Entertainment & Media,Transmission says 'Port Closed'. Downloads are slow.,Beginner,3
ENT_MEDIA_074,Entertainment & Media,Lollypop music player isn't fetching lyrics.,Intermediate,2
ENT_MEDIA_075,Entertainment & Media,Amazon Prime Video says 'Browser not supported' or asks for Silverlight.,Beginner,3
ENT_MEDIA_076,Entertainment & Media,I want to route my Spotify audio to Discord but not my game audio.,Intermediate,2
ENT_MEDIA_077,Entertainment & Media,My Xbox 360 controller keeps blinking and won't connect.,Beginner,2
ENT_MEDIA_078,Entertainment & Media,Subtitles are out of sync with the audio.,Intermediate,3
ENT_MEDIA_079,Entertainment & Media,Flameshot doesn't launch when I press PrintScreen.,Beginner,3
ENT_MEDIA_080,Entertainment & Media,Peek records a black rectangle on Wayland.,Beginner,2
ENT_MEDIA_081,Entertainment & Media,SteamVR fails to initialize (Error 307).,Advanced,2
ENT_MEDIA_082,Entertainment & Media,How do I remove a foreign audio track from an MKV file without re-encoding?,Intermediate,2
ENT_MEDIA_083,Entertainment & Media,Audio crackles when my CPU load is high.,Intermediate,3
ENT_MEDIA_084,Entertainment & Media,SDR++ cannot open my RTL-SDR dongle.,Intermediate,2
ENT_MEDIA_085,Entertainment & Media,How do I set a video as my wallpaper in KDE?,Intermediate,2
ENT_MEDIA_086,Entertainment & Media,Epic Games Store games won't launch in Heroic.,Intermediate,3
ENT_MEDIA_087,Entertainment & Media,Variety wallpaper changer stops working after a while.,Beginner,2
ENT_MEDIA_088,Entertainment & Media,Ardour cannot find my VST plugins.,Advanced,2
ENT_MEDIA_089,Entertainment & Media,Twitch keeps buffering but my internet is fast.,Intermediate,4
ENT_MEDIA_090,Entertainment & Media,OpenRGB requires root access to control my motherboard LEDs.,Intermediate,3
ENT_MEDIA_091,Entertainment & Media,Olive video editor 0.1 is too buggy. How do I get 0.2?,Intermediate,1
ENT_MEDIA_092,Entertainment & Media,My microphone is mono but records only to the left channel.,Beginner,2
ENT_MEDIA_093,Entertainment & Media,KDE Connect can't find my phone on the same Wi-Fi.,Intermediate,3
ENT_MEDIA_094,Entertainment & Media,Minecraft Java Edition crashes with Exit Code 1.,Beginner,3
ENT_MEDIA_095,Entertainment & Media,Kodi interface is extremely laggy on my 4K TV.,Intermediate,3
ENT_MEDIA_096,Entertainment & Media,Krita pressure sensitivity isn't working on my Wacom tablet.,Beginner,3
ENT_MEDIA_097,Entertainment & Media,GIMP looks tiny on my HiDPI screen.,Intermediate,3
ENT_MEDIA_098,Entertainment & Media,Kodi won't play Blu-ray ISOs with menus.,Intermediate,2
ENT_MEDIA_099,Entertainment & Media,Radarr cannot import downloaded files. Says 'Access to path denied'.,Advanced,2
ENT_MEDIA_100,Entertainment & Media,Does Spotify support high quality streaming on Linux?,Beginner,3
FILE_ORG_001,File Organization,My USB drive is read-only. I can't delete or add files. It worked fine on Windows yesterday!,Beginner,4
FILE_ORG_002,File Organization,"I copied some photos to my computer, but now I can't find where they went. Is there a default folder",Beginner,4
FILE_ORG_003,File Organization,Why can't I create a new folder inside the 'usr' folder? The option is grayed out.,Beginner,4
FILE_ORG_004,File Organization,I know I have a config file named .bashrc but I can't see it in my home folder.,Beginner,4
FILE_ORG_005,File Organization,I deleted a huge video file from my USB stick but the free space didn't increase.,Beginner,4
FILE_ORG_006,File Organization,How do I make a zip file of my photos to email them?,Beginner,4
FILE_ORG_007,File Organization,Does Ubuntu have Google Drive built in? I don't want to install weird apps.,Beginner,4
FILE_ORG_008,File Organization,I want to wipe my USB stick so I can use it on my TV. Which format should I choose?,Beginner,4
FILE_ORG_009,File Organization,"Dolphin asks me every time if I want to Copy, Move, or Link when I drag a file. Can I just make it m",Beginner,3
FILE_ORG_010,File Organization,What does 'Unmount' mean? Is it the same as Eject?,Beginner,4
FILE_ORG_101,File Organization,This is driving me crazy! I reinstalled Linux and now I can't open my own documents on my secondary ,Intermediate,4
FILE_ORG_102,File Organization,I can't run my game script from my USB drive. It keeps saying 'Permission denied' even after `chmod ,Intermediate,3
FILE_ORG_103,File Organization,I tried to copy a folder and got 'Error splicing file: Input/output error'. Now the file is corrupt.,Intermediate,3
FILE_ORG_104,File Organization,Why can't I name my file 'Report: Final.pdf'? It works on Mac!,Beginner,3
FILE_ORG_105,File Organization,My 1TB drive only shows 916GB available. Where did the rest go?,Intermediate,3
FILE_ORG_106,File Organization,"I deleted a folder that was a symlink, and now the original data is gone too! I thought links were j",Intermediate,2
FILE_ORG_107,File Organization,How do I open a folder as Root in Nautilus? The right-click option is missing.,Beginner,3
FILE_ORG_108,File Organization,I have two folders of photos that look identical. How can I be 100% sure they are the same before de,Intermediate,3
FILE_ORG_109,File Organization,"I installed GIMP from the App Store, but it can't see the files on my external hard drive.",Intermediate,3
FILE_ORG_110,File Organization,Thunar says 'Not authorized to perform operation' when I try to mount my internal HDD.,Intermediate,3
FILE_ORG_201,File Organization,How do I change the owner of a folder and all the files inside it to me?,Intermediate,4
